property_type,num_beds,num_baths,size_sqft,furnishing,lat,lng,subzone,planning_area,price,built_year,tenure,pri_sch,sec_sch,mrt_station,population_density,closest_dist_to_mrt,closest_dist_to_pri,closest_dist_to_sec,close_pri_sch,close_sec_sch,closest_dist_to_shop,closest_dist_to_com
condo,3,3,1313,unspecified,1.331,103.75,sunset way,clementi,2427600.0,2024,999-year leasehold,0.0,0.0,0.0,5861.603900819588,888.6635210704789,1622.3545764519008,1350.3415262655758,0,0,535.6754798656024,453.2542515024751
condo,4,4,2056,unspecified,1.28,103.9,central subzone,downtown core,4608200.0,2013,99-year leasehold,0.0,0.0,3.0,898.6010415602982,1733.2971025541895,3190.563576292159,2340.8783813239143,0,0,1371.9641815994862,2387.592904388507
hdb,2,1,679,unspecified,1.329,103.9,macpherson,geylang,346500.0,1967,99-year leasehold,2.0,0.0,3.0,22447.36425518442,675.7831291149248,716.9770551576618,574.6401336017248,3,1,788.3036494506184,2389.2893248967525
condo,3,2,840,unspecified,1.3125,103.8,tyersall,tanglin,2375100.0,2023,freehold,0.0,0.0,2.0,1797.7111615623407,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
condo,4,6,2852,partial,1.304,103.8,boulevard,orchard,9450000.0,2010,99-year leasehold,0.0,0.0,0.0,890.1432913590968,1243.8847259264267,998.650586747237,1146.3061991557615,1,0,1269.7121045171157,2020.375424275389
hdb,3,2,1173,unspecified,1.356,103.94,tampines east,tampines,892500.0,2008,99-year leasehold,6.0,5.0,1.0,30154.01616133711,1219.8165711121321,276.00963286003434,570.560674954479,5,2,473.32316784372534,928.5357854611927
hdb,3,1,980,unspecified,1.321,103.9,balestier,novena,609000.0,1998,99-year leasehold,1.0,0.0,0.0,16832.762379321084,375.4522763411663,826.237629477639,944.4018019127745,2,1,1364.3306772120086,2085.7541174377116
condo,2,2,818,unspecified,1.303,103.9,tanjong rhu,kallang,2391900.0,2023,99-year leasehold,0.0,1.0,1.0,5417.926460548132,38.532027574390455,1746.9047906375886,855.666205816679,0,1,181.51154640274086,2678.3169507179646
condo,3,3,1249,partial,1.306,103.8,boulevard,orchard,5880000.0,2010,freehold,0.0,0.0,0.0,890.1432913590968,1314.1961614342283,1189.8134459071514,1261.4321527647296,0,0,1267.1871453777942,2216.6310742355713
condo,3,2,1130,unspecified,1.309,103.8,ridout,tanglin,3148100.0,2023,freehold,0.0,0.0,0.0,778.7683164258633,1136.4206388140085,1441.7184095483487,1314.7079153402278,0,0,1331.5509026922628,2503.5823999332497
condo,2,1,570,unspecified,1.311,103.8,leedon park,bukit timah,1686600.0,2025,freehold,0.0,0.0,1.0,3159.1856757419673,954.6735967250615,1238.8062858991407,1102.9710100327193,0,0,1415.080480681904,2533.2287280140895
condo,2,2,829,unspecified,1.294,103.9,fort canning,museum,2396100.0,2025,freehold,0.0,0.0,0.0,488.8088500128634,986.6971234269581,2254.3120899234677,1050.7940242836564,0,0,937.7953513496009,2411.6065898162346
hdb,3,2,1550,unspecified,1.376,103.94,pasir ris central,pasir ris,1154000.0,1993,99-year leasehold,1.0,1.0,1.0,21329.80482963943,1349.9928135258883,260.2829905871526,1578.1940806017299,1,0,577.8736614165281,898.2920262437732
condo,2,1,570,partial,1.311,103.8,leedon park,bukit timah,1562400.0,2025,freehold,0.0,0.0,1.0,3159.1856757419673,954.6735967250615,1238.8062858991407,1102.9710100327193,0,0,1415.080480681904,2533.2287280140895
executive condo,3,2,936,unspecified,1.443,103.8,sembawang central,sembawang,1038400.0,2018,99-year leasehold,1.0,1.0,1.0,36197.2123985854,1050.7768921664936,901.1571002924327,528.3563489013566,3,1,943.3699633470982,2266.0538624409814
condo,2,1,614,unfurnished,1.311,103.8,leedon park,bukit timah,1757100.0,2025,freehold,0.0,0.0,1.0,3159.1856757419673,954.6735967250615,1238.8062858991407,1102.9710100327193,0,0,1415.080480681904,2533.2287280140895
hdb,3,2,1216,unspecified,1.408,103.9,punggol town centre,punggol,734000.0,2017,99-year leasehold,4.0,1.0,0.0,18691.745738517086,2924.876817681765,1703.7212050869643,1957.7036585881995,0,0,1841.443390059339,919.5795486396112
condo,3,2,1044,unspecified,1.32,103.94,kembangan,bedok,1913100.0,2024,freehold,1.0,1.0,1.0,15691.366816068361,1245.7737212427016,417.9324835726562,275.12319650748003,2,2,1044.2375721359626,3484.894671464896
condo,3,3,1259,unspecified,1.372,103.94,pasir ris central,pasir ris,1554000.0,2011,99-year leasehold,1.0,1.0,1.0,21329.80482963943,1314.4608796885448,511.58904700199827,1366.6853637686716,2,0,878.4612571960461,1207.3185332102685
hdb,2,2,721,unspecified,1.347,103.75,bukit batok central,bukit batok,477800.0,2017,99-year leasehold,2.0,1.0,1.0,34099.71260777208,266.11077660435694,405.9899440791763,266.95727311842245,3,2,386.64239567300626,2106.8603858825004
condo,1,1,527,partial,1.353,103.94,tampines west,tampines,764400.0,2018,99-year leasehold,3.0,3.0,3.0,22925.29926335175,787.9213008322974,334.7137803888868,260.4866075580629,4,4,333.22591800098763,857.5763161013754
condo,3,3,1055,unfurnished,1.311,103.8,leedon park,bukit timah,2997600.0,2025,freehold,0.0,0.0,1.0,3159.1856757419673,954.6735967250615,1238.8062858991407,1102.9710100327193,0,0,1415.080480681904,2533.2287280140895
condo,3,2,1259,unspecified,1.292,103.9,clarke quay,singapore river,3771600.0,2026,99-year leasehold,0.0,0.0,1.0,447.9669193659545,1203.7458278992451,2367.9168256674516,1202.6009693394988,0,0,1151.9495889063596,2348.698775625411
hdb,3,2,990,unspecified,1.382,103.9,compassvale,sengkang,630000.0,2008,99-year leasehold,2.0,0.0,1.0,19173.069886571535,2017.8335289627507,777.9149281596359,944.7997805478722,3,1,843.7474800249787,1952.6172210886828
condo,3,3,1088,unspecified,1.294,103.9,fort canning,museum,2782900.0,2025,freehold,0.0,0.0,0.0,488.8088500128634,986.6971234269581,2254.3120899234677,1050.7940242836564,0,0,937.7953513496009,2411.6065898162346
condo,3,2,1023,unspecified,1.383,103.9,compassvale,sengkang,1943000.0,2023,99-year leasehold,2.0,0.0,1.0,19173.069886571535,2014.5644446204076,799.9569011955482,963.2049897581769,2,1,812.4700170226029,1882.0660626804083
hdb,3,2,915,unspecified,1.392,103.9,sengkang town centre,sengkang,556500.0,2000,99-year leasehold,2.0,2.0,1.0,42307.42896268402,2236.306555729085,144.0915696089222,359.4186318651364,2,1,126.70956586505108,1472.5956343615394
condo,4,4,1658,unspecified,1.301,103.8,paterson,river valley,5048600.0,2008,freehold,0.0,0.0,0.0,1386.4818024263432,994.8625807613327,739.3553471341277,821.9619340079034,1,2,1341.1376045159636,1735.3630903176308
condo,2,1,610,partial,1.312,103.9,lavender,kallang,944900.0,2012,99-year leasehold,0.0,0.0,2.0,12802.21957986524,401.7159552009021,1274.9179856097999,1196.1790247439662,0,0,924.1777975910361,2185.1609525580593
condo,3,4,1130,unfurnished,1.316,103.9,balestier,novena,2248000.0,2023,freehold,1.0,0.0,0.0,16832.762379321084,661.215973601564,1041.3723371412782,930.903512891306,0,1,1395.75298926985,2065.8802387248115
hdb,3,2,1184,partial,1.4,103.94,waterway east,punggol,764400.0,2016,99-year leasehold,3.0,1.0,0.0,33964.54472199838,3311.0488753112804,2127.9023604984054,2893.2561567471416,0,0,2479.2777886712606,2299.7773865595846
hdb,3,2,1001,unspecified,1.325,103.9,balestier,novena,911400.0,2018,99-year leasehold,1.0,0.0,0.0,16832.762379321084,573.1192236034713,733.1352763826707,1006.3891415325944,2,0,1026.034110930425,2200.1982729930573
condo,1,1,495,unspecified,1.314,103.8,nassim,tanglin,1618000.0,2022,freehold,0.0,0.0,1.0,4541.768045417681,659.0128435142686,854.2925336348969,689.7231168356401,1,1,1656.5926838698595,2645.541593099815
condo,2,2,732,unspecified,1.3125,103.8,tyersall,tanglin,2071600.0,2023,freehold,0.0,0.0,2.0,1797.7111615623407,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
condo,2,2,711,unspecified,1.295,103.8,institution hill,river valley,1522500.0,2016,999-year leasehold,0.0,0.0,0.0,8023.433520122262,715.191352287586,531.1077384406963,188.6024666509478,1,2,1077.1202942088792,1227.7474835760438
condo,2,2,807,unfurnished,1.294,103.8,institution hill,river valley,2828700.0,2025,freehold,0.0,0.0,0.0,8023.433520122262,672.336343465033,566.1457103681322,106.94151501830721,2,3,1010.5007506669068,1157.2457416372913
condo,3,2,915,unfurnished,1.309,103.9,katong,marine parade,2068500.0,2025,freehold,1.0,2.0,0.0,8674.698795180724,514.7797757316296,1494.3186472015718,1243.1410833496113,0,0,616.2211483557435,2315.63497812499
semi-detached house,5,5,6000,unspecified,1.325,103.8,coronation road,bukit timah,13524000.0,1980,999-year leasehold,0.0,1.0,2.0,4694.407410006315,447.6657698715741,679.8147412693688,619.7139719076048,2,1,2499.20569486858,3247.153994084528
bungalow,10,10,12000,unspecified,1.312,103.9,geylang east,geylang,13650000.0,1998,freehold,2.0,0.0,3.0,11604.095563139932,401.7159552009021,1274.9179856097999,1196.1790247439662,0,0,924.1777975910361,2185.1609525580593
condo,3,2,1410,unspecified,1.316,103.8,moulmein,novena,3439800.0,2022,freehold,1.0,0.0,1.0,6901.669758812616,580.7274503483127,684.7637625581945,496.79247227389976,1,1,1804.6387210045755,2726.0245593218715
condo,3,2,947,partial,1.3,103.9,dhoby ghaut,museum,2769900.0,2023,99-year leasehold,0.0,1.0,3.0,1441.4414414414414,336.55025164296967,1943.0657016032892,802.4452139856216,0,1,320.7338315397653,2698.1884309960174
condo,3,2,1399,unspecified,1.297,103.9,mountbatten,marine parade,3832500.0,2024,freehold,0.0,1.0,0.0,5829.779776856125,661.2827715566362,2114.5059113621837,876.3101410723682,0,1,620.5170563376811,2538.0917718717183
executive condo,3,4,1538,partial,1.389,103.9,fernvale,sengkang,1899300.0,2016,99-year leasehold,2.0,1.0,0.0,24586.051179126945,2115.3298807438127,168.27351907938015,427.934935381178,2,1,357.74802612602355,1553.7595318058795
condo,2,1,786,unfurnished,1.3125,103.8,farrer court,bukit timah,1935200.0,2023,freehold,1.0,1.0,1.0,11059.413027916966,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
hdb,2,2,731,unspecified,1.373,103.9,cheng san,ang mo kio,366300.0,1980,99-year leasehold,3.0,1.0,1.0,29371.141571622895,1816.3356746947986,37.67692177543077,376.16373848025773,3,4,581.008934131414,2441.827951658481
condo,4,4,2002,unspecified,1.303,103.9,tanjong rhu,kallang,3150000.0,2023,99-year leasehold,0.0,1.0,1.0,5417.926460548132,38.532027574390455,1746.9047906375886,855.666205816679,0,1,181.51154640274086,2678.3169507179646
hdb,3,2,1237,unspecified,1.337,103.94,bedok reservoir,bedok,735000.0,2000,99-year leasehold,1.0,1.0,1.0,10704.829151431093,586.3160656049654,508.41428790122706,365.9931731821797,4,3,1492.929286968663,2000.4397850728517
hdb,3,2,1065,partial,1.321,103.75,teban gardens,jurong east,441000.0,1982,99-year leasehold,0.0,1.0,0.0,5813.150959969883,1573.3901090151642,1220.3862297240291,509.74385619287176,0,1,1523.917459494095,790.7894892066357
condo,4,4,7244,unspecified,1.276,103.9,central subzone,downtown core,20895000.0,2018,99-year leasehold,0.0,0.0,3.0,898.6010415602982,1516.5154514985004,3464.8623835538856,2752.9723556480803,0,0,1271.3757485259905,2552.7753893318004
condo,4,4,1259,partial,1.345,103.9,upper paya lebar,serangoon,2625000.0,2022,freehold,0.0,1.0,0.0,18829.290006677053,626.5342592715958,470.50222994325225,292.727621425748,2,4,706.310485966041,785.5782396425145
semi-detached house,4,6,4717,partial,1.301,103.9,mountbatten,marine parade,8059800.0,2025,freehold,0.0,1.0,0.0,5829.779776856125,228.95975031723128,1873.671603312763,806.0711589621035,0,1,236.5992841405761,2758.0471174615172
condo,1,1,560,unspecified,1.303,103.9,tanjong rhu,kallang,1774500.0,2023,99-year leasehold,0.0,1.0,1.0,5417.926460548132,38.532027574390455,1746.9047906375886,855.666205816679,0,1,181.51154640274086,2678.3169507179646
executive condo,2,2,775,unspecified,1.397,103.9,anchorvale,sengkang,933300.0,2023,99-year leasehold,3.0,1.0,0.0,32150.73160954099,2365.6697309772057,509.5724331208768,811.1911441550535,2,1,654.9359310718728,1521.1899166798687
condo,3,3,1141,unspecified,1.294,103.8,institution hill,river valley,3840900.0,2025,freehold,0.0,0.0,0.0,8023.433520122262,672.336343465033,566.1457103681322,106.94151501830721,2,3,1010.5007506669068,1157.2457416372913
semi-detached house,6,6,4865,unspecified,1.367,103.9,hougang central,hougang,4305000.0,2022,99-year leasehold,0.0,0.0,1.0,10685.985963323523,1363.4942660071342,669.2083540415205,502.57772741848765,1,2,1072.0306962793743,1797.0392899100175
condo,3,2,904,partial,1.299,103.9,bugis,downtown core,2516800.0,2024,99-year leasehold,0.0,0.0,0.0,3176.302640970735,444.6263932054229,2015.9232170534617,813.4303796271456,0,1,416.3462659437621,2641.4391471732356
condo,3,2,1023,unspecified,1.371,103.94,pasir ris central,pasir ris,1976100.0,2026,99-year leasehold,1.0,1.0,1.0,21329.80482963943,1327.8165302149753,607.5977411346396,1330.8153881083026,2,0,969.5828308235895,1295.8580331311907
bungalow,8,8,8000,unspecified,1.32,103.94,frankel,bedok,15750000.0,2014,freehold,3.0,1.0,0.0,8026.34334783924,1245.7737212427016,417.9324835726562,275.12319650748003,2,2,1044.2375721359626,3484.894671464896
condo,3,2,904,unfurnished,1.299,103.9,bugis,downtown core,2516800.0,2024,99-year leasehold,0.0,0.0,0.0,3176.302640970735,444.6263932054229,2015.9232170534617,813.4303796271456,0,1,416.3462659437621,2641.4391471732356
condo,3,3,1452,unspecified,1.397,103.75,yew tee,choa chu kang,1259000.0,1999,99-year leasehold,2.0,1.0,1.0,43750.0,288.56053432366065,133.57319657600243,453.0975373510865,4,2,344.98983063531136,2064.8425830575025
condo,2,2,700,unspecified,1.386,103.8,tagore,ang mo kio,1627500.0,2026,99-year leasehold,0.0,0.0,1.0,2384.380061184092,1444.8426629727887,2726.568714388651,2729.451392209434,0,0,4022.635089417636,5551.549106067904
condo,3,2,926,unspecified,1.367,103.9,kovan,hougang,1648500.0,2023,99-year leasehold,0.0,0.0,1.0,12732.218002668582,1363.4942660071342,669.2083540415205,502.57772741848765,1,2,1072.0306962793743,1797.0392899100175
executive condo,5,4,1593,partial,1.435,103.9,yishun east,yishun,1669500.0,2027,99-year leasehold,2.0,1.0,0.0,34290.3973322783,4477.936833839678,3025.37998797447,3670.629248147932,0,0,3455.00310681752,2939.1120256884196
hdb,3,2,1198,unspecified,1.328,103.9,balestier,novena,997500.0,1997,99-year leasehold,1.0,0.0,0.0,16832.762379321084,723.498698480493,780.2239034565107,682.2672928201762,3,1,832.9939391142425,2335.8876557618255
condo,4,4,1378,partial,1.312,103.9,kampong java,kallang,2950500.0,2026,99-year leasehold,1.0,0.0,0.0,10009.505703422054,401.7159552009021,1274.9179856097999,1196.1790247439662,0,0,924.1777975910361,2185.1609525580593
condo,3,2,893,unspecified,1.311,103.8,newton circus,newton,3360000.0,2025,freehold,0.0,0.0,2.0,1170.96018735363,954.6735967250615,1238.8062858991407,1102.9710100327193,0,0,1415.080480681904,2533.2287280140895
hdb,3,2,968,unspecified,1.312,103.9,kampong java,kallang,787500.0,2004,99-year leasehold,1.0,0.0,0.0,10009.505703422054,401.7159552009021,1274.9179856097999,1196.1790247439662,0,0,924.1777975910361,2185.1609525580593
hdb,3,2,1119,unspecified,1.326,103.9,kampong ubi,geylang,556500.0,1986,99-year leasehold,1.0,1.0,1.0,6283.280085197019,659.0133421680833,748.431455840862,898.2163266032529,2,1,953.6983690501338,2241.0835820085967
condo,3,4,2164,unspecified,1.239,103.8,sentosa,southern islands,4667700.0,2011,99-year leasehold,0.0,0.0,0.0,407.0670191783122,3074.2221847895307,4150.9812228952815,4323.664200503471,0,0,2937.3934180320584,5437.056574704956
hdb,3,2,979,unspecified,1.392,103.94,rivervale,sengkang,524000.0,2005,99-year leasehold,2.0,2.0,0.0,38049.71319311664,2444.271220410333,1750.7516237231796,2715.3451600172066,0,0,1534.9923776973637,1406.2215790787486
condo,2,1,570,partial,1.311,103.8,leedon park,bukit timah,1701900.0,2025,freehold,0.0,0.0,1.0,3159.1856757419673,954.6735967250615,1238.8062858991407,1102.9710100327193,0,0,1415.080480681904,2533.2287280140895
condo,4,3,1291,unspecified,1.346,103.9,upper paya lebar,serangoon,2790900.0,2021,freehold,0.0,1.0,0.0,18829.290006677053,601.6077545830979,559.239282107667,192.0527970956523,2,4,610.2802488195483,686.5087335440879
cluster house,5,4,5996,unspecified,1.363,103.9,serangoon garden,serangoon,6300000.0,2010,999-year leasehold,2.0,2.0,0.0,11934.374173061657,1170.8139147051666,697.2714084354293,690.3884408127651,1,3,1106.4495076689147,1370.7281200959321
condo,4,4,1518,unspecified,1.3,103.9,mountbatten,marine parade,3891300.0,2024,99-year leasehold,0.0,1.0,0.0,5829.779776856125,336.55025164296967,1943.0657016032892,802.4452139856216,0,1,320.7338315397653,2698.1884309960174
condo,4,3,1496,unspecified,1.3125,103.8,farrer court,bukit timah,4753400.0,2023,freehold,1.0,1.0,1.0,11059.413027916966,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
condo,2,2,678,unspecified,1.323,103.9,macpherson,geylang,1680000.0,2020,99-year leasehold,2.0,0.0,3.0,22447.36425518442,433.06918859952384,750.2745304559095,1033.0060497847398,2,0,1187.3946230805632,2132.7107715314214
condo,2,2,646,unspecified,1.3125,103.8,tyersall,tanglin,1764000.0,2023,freehold,0.0,0.0,2.0,1797.7111615623407,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
semi-detached house,6,7,5400,unspecified,1.331,103.75,toh tuck,clementi,6090000.0,2013,freehold,0.0,0.0,0.0,9.624639076034649,888.6635210704789,1622.3545764519008,1350.3415262655758,0,0,535.6754798656024,453.2542515024751
hdb,2,2,635,unspecified,1.322,103.9,geylang bahru,kallang,367500.0,1997,99-year leasehold,0.0,0.0,1.0,15336.505778382052,390.46784817238216,781.6640705829777,983.7207961269548,2,1,1274.307877784854,2106.566213200419
hdb,2,2,969,unspecified,1.399,103.94,waterway east,punggol,581000.0,2016,99-year leasehold,3.0,1.0,0.0,33964.54472199838,3211.607924373768,2123.9637271330316,2884.14372681765,0,0,2373.037400069202,2196.9746229652246
condo,3,3,1184,unfurnished,1.283,103.8,pearl's hill,outram,3009300.0,2023,99-year leasehold,0.0,1.0,0.0,10897.435897435898,856.562151411533,416.89956001888476,308.0648324505956,2,1,927.984026747101,1022.786023958187
semi-detached house,7,9,4350,unspecified,1.345,103.8,upper thomson,bishan,11340000.0,2000,freehold,0.0,1.0,3.0,7634.757760748149,2143.358354837132,1765.0260460959087,1804.0186732424202,0,0,2235.9777269691594,4028.8153603953024
condo,4,3,1302,unfurnished,1.301,103.9,marine parade,marine parade,3255000.0,2024,freehold,2.0,1.0,0.0,23172.41379310345,228.95975031723128,1873.671603312763,806.0711589621035,0,1,236.5992841405761,2758.0471174615172
condo,3,3,1411,unspecified,1.321,103.94,xilin,tampines,2310000.0,1998,99-year leasehold,0.0,0.0,2.0,230.92264091529339,1182.2536377469642,309.91137027078094,338.5872170586192,1,2,996.7874376584547,3434.910635224003
hdb,2,1,720,unspecified,1.335,103.9,boon teck,toa payoh,514500.0,1973,99-year leasehold,0.0,0.0,0.0,35013.1358968235,661.2354188356413,83.22330303576062,117.43569597677146,2,2,825.7900472600757,1836.4613746100574
semi-detached house,6,7,6338,unspecified,1.301,103.9,mountbatten,marine parade,9875200.0,2025,freehold,0.0,1.0,0.0,5829.779776856125,228.95975031723128,1873.671603312763,806.0711589621035,0,1,236.5992841405761,2758.0471174615172
terraced house,3,2,2400,unspecified,1.34,103.94,simei,tampines,3864000.0,1991,freehold,1.0,1.0,2.0,14203.420342034204,639.1922571172981,703.4748617415346,668.4092437050488,4,2,1532.8835955181862,1711.5648952062909
condo,2,2,1076,unspecified,1.315,103.8,farrer court,bukit timah,1837500.0,2015,99-year leasehold,1.0,1.0,1.0,11059.413027916966,611.5387340671831,766.529220102696,591.1588980049153,1,1,1728.7910777290197,2683.888705499148
condo,2,2,1033,unspecified,1.304,103.8,somerset,orchard,3129000.0,2017,99-year leasehold,0.0,0.0,1.0,425.0151791135397,1243.8847259264267,998.650586747237,1146.3061991557615,1,0,1269.7121045171157,2020.375424275389
hdb,3,2,1377,unspecified,1.374,103.94,pasir ris central,pasir ris,782200.0,1993,99-year leasehold,1.0,1.0,1.0,21329.80482963943,1314.5257300597523,342.88363631088305,1460.1700635003058,1,0,711.0906893618052,1041.684787567191
executive condo,4,3,1367,unspecified,1.377,103.94,pasir ris park,pasir ris,1837500.0,2016,99-year leasehold,0.0,0.0,0.0,4559.870743821435,1380.255964095817,279.66200724588015,1644.8012360118373,1,0,532.4063749380139,838.5784564970029
condo,2,2,893,unspecified,1.315,103.9,kampong java,kallang,1687800.0,2015,freehold,1.0,0.0,0.0,10009.505703422054,594.4536194240955,1070.2719953262983,965.5401733396909,0,1,1346.2838241404681,2078.9681339262993
condo,3,3,1055,partial,1.3125,103.8,moulmein,novena,2889600.0,2023,99-year leasehold,1.0,0.0,1.0,6901.669758812616,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
condo,4,4,2045,partial,1.28,103.9,central subzone,downtown core,5145000.0,2013,99-year leasehold,0.0,0.0,3.0,898.6010415602982,1733.2971025541895,3190.563576292159,2340.8783813239143,0,0,1371.9641815994862,2387.592904388507
condo,5,3,3057,partial,1.313,103.9,geylang east,geylang,5034100.0,2025,freehold,2.0,0.0,3.0,11604.095563139932,458.4858788883652,1156.8417788654385,1065.0774324056463,0,0,1135.02008731752,2121.639069397502
hdb,3,2,1215,unspecified,1.418,103.8,yishun south,yishun,740200.0,2016,99-year leasehold,2.0,2.0,0.0,31517.683927771974,2277.4942710419014,1984.0153847655995,2060.554992339639,0,0,2564.880564226171,3566.9945335278258
landed,5,7,4252,unspecified,1.38,103.9,seletar hills,serangoon,3872400.0,2019,99-year leasehold,0.0,0.0,0.0,6307.118033208907,2041.7555694840364,695.9491346167263,862.0188217972756,2,1,680.9127122254343,2103.46045020392
executive condo,4,2,1216,unspecified,1.401,103.9,matilda,punggol,1596000.0,2016,99-year leasehold,1.0,1.0,0.0,38675.2611691487,2518.343259756904,943.7123051064557,1217.4803265764892,1,0,1084.3704660632204,1277.367010907609
condo,1,1,600,unspecified,1.301,103.9,bencoolen,rochor,1291500.0,2001,99-year leasehold,0.0,0.0,2.0,7674.28236672525,228.95975031723128,1873.671603312763,806.0711589621035,0,1,236.5992841405761,2758.0471174615172
executive condo,3,3,1055,unspecified,1.395,103.9,fernvale,sengkang,1404900.0,2016,99-year leasehold,2.0,1.0,0.0,24586.051179126945,2298.8629143549197,184.63337683466963,536.1741079883441,2,1,341.13700368866006,1461.2168202053242
condo,1,1,560,partial,1.303,103.9,tanjong rhu,kallang,1774500.0,2023,99-year leasehold,0.0,1.0,1.0,5417.926460548132,38.532027574390455,1746.9047906375886,855.666205816679,0,1,181.51154640274086,2678.3169507179646
hdb,2,2,882,unfurnished,1.37,103.9,cheng san,ang mo kio,513300.0,1980,99-year leasehold,3.0,1.0,1.0,29371.141571622895,1572.5686664559576,344.2469275158674,301.5261622506389,2,3,798.302486026784,2118.9179405761815
condo,3,2,1389,unspecified,1.268,103.8,maritime square,bukit merah,3150000.0,2016,99-year leasehold,0.0,0.0,4.0,1359.2670471613098,462.25192890501705,1063.8545275150877,1521.5726300835342,0,0,903.5298309437023,2390.327366492223
condo,4,3,1184,unspecified,1.441,103.8,sembawang springs,sembawang,1680000.0,2024,99-year leasehold,0.0,0.0,1.0,8268.146261597236,1194.2298030220613,875.4611966911217,661.1332614602634,1,1,1081.0092118393013,2433.5764067001337
condo,3,4,1496,unspecified,1.311,103.8,newton circus,newton,5964000.0,2025,freehold,0.0,0.0,2.0,1170.96018735363,954.6735967250615,1238.8062858991407,1102.9710100327193,0,0,1415.080480681904,2533.2287280140895
condo,3,2,1335,unspecified,1.319,103.75,ulu pandan,bukit timah,2559900.0,1978,freehold,1.0,0.0,0.0,8980.52318474452,1752.7419450785258,1061.4950086484193,479.7069387991564,0,1,1705.272032915637,996.1557972807914
condo,3,3,1044,unfurnished,1.405,103.9,matilda,punggol,1491000.0,2015,99-year leasehold,1.0,1.0,0.0,38675.2611691487,2732.222740629626,1377.9878858820398,1638.2351684305738,0,0,1516.6101641816263,1020.2952938015901
hdb,5,2,1302,unspecified,1.418,103.8,yishun south,yishun,774900.0,1987,99-year leasehold,2.0,2.0,0.0,31517.683927771974,2277.4942710419014,1984.0153847655995,2060.554992339639,0,0,2564.880564226171,3566.9945335278258
condo,6,6,5059,unspecified,1.3,103.9,marine parade,marine parade,8169200.0,2017,freehold,2.0,1.0,0.0,23172.41379310345,336.55025164296967,1943.0657016032892,802.4452139856216,0,1,320.7338315397653,2698.1884309960174
condo,3,3,2723,unspecified,1.243,103.8,sentosa,southern islands,9240000.0,2010,99-year leasehold,0.0,0.0,0.0,407.0670191783122,2667.4510016284266,3718.9998970102647,3905.8625675053186,0,0,2524.207217442185,5009.297692925666
hdb,2,2,796,partial,1.354,103.94,tampines west,tampines,459900.0,1987,99-year leasehold,3.0,3.0,3.0,22925.29926335175,895.6721048822442,433.7076209582289,360.45586802028305,4,4,322.356572908469,855.4226734944078
condo,3,3,1356,unspecified,1.3125,103.8,farrer court,bukit timah,4236800.0,2023,freehold,1.0,1.0,1.0,11059.413027916966,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
bungalow,6,5,8000,unspecified,1.241,103.8,sentosa,southern islands,26250000.0,2016,99-year leasehold,0.0,0.0,0.0,407.0670191783122,2869.826186040465,3934.925230215169,4114.334837113916,0,0,2729.978933735295,5223.041037622366
condo,2,1,957,unspecified,1.302,103.9,mount emily,rochor,1449000.0,2007,99-year leasehold,0.0,0.0,0.0,8402.061855670103,123.1345430332671,1808.1397307718757,824.115379110594,0,1,180.75205351607354,2749.143823211584
condo,1,1,463,unspecified,1.345,103.9,upper paya lebar,serangoon,1194900.0,2022,freehold,0.0,1.0,0.0,18829.290006677053,626.5342592715958,470.50222994325225,292.727621425748,2,4,706.310485966041,785.5782396425145
hdb,3,2,871,fully,1.275,103.8,telok blangah drive,bukit merah,441000.0,1976,99-year leasehold,1.0,0.0,0.0,13278.350515463917,603.2914088486924,425.4572169621732,1134.5311439533932,1,0,1238.9395711773286,1620.2531878555435
terraced house,4,4,3800,unspecified,1.374,103.8,sembawang hills,ang mo kio,4200000.0,1980,freehold,0.0,0.0,0.0,7657.909446618223,2562.348711544229,2407.249576140052,2070.863098101131,0,0,2973.034280843892,4733.566321206203
condo,1,2,441,partial,1.318,103.9,kampong java,kallang,944900.0,2018,freehold,1.0,0.0,0.0,10009.505703422054,497.95636750381254,1016.4417859598697,897.7513892623309,0,1,1513.3301388442153,2056.7244917969206
condo,2,1,721,unspecified,1.339,103.75,bukit batok south,bukit batok,1746200.0,2024,freehold,0.0,0.0,0.0,8265.057573073516,1067.256200278732,854.6352458963188,797.7921970034943,1,1,595.4435825630696,1251.995349166412
condo,3,4,2852,unspecified,1.31,103.8,nassim,tanglin,9345000.0,1977,freehold,0.0,0.0,1.0,4541.768045417681,1043.8559507016741,1339.7033129426795,1208.5981339151076,0,0,1369.6527882164553,2516.107069448361
hdb,3,2,1377,unspecified,1.304,103.94,marine parade,marine parade,892500.0,1975,99-year leasehold,2.0,1.0,0.0,23172.41379310345,2789.631473960322,1778.6845293407903,1316.8382206402491,0,0,2518.935625862566,4651.091731358971
