,property_type,num_beds,num_baths,size_sqft,price,built_year,price_per_sqft,furnishing_unspecified,furnishing_partial,furnishing_unfurnished,furnishing_fully,tenure_99,tenure_999,tenure_freehold
12953,8,4,2,1130,945000.0,8,836.28,1,0,0,0,1,0,0
12954,4,2,1,635,1155000.0,-2,1818.9,1,0,0,0,1,0,0
12955,4,3,2,1539,4813200.0,8,3127.49,1,0,0,0,0,0,1
12956,4,3,4,1722,3255000.0,11,1890.24,0,1,0,0,1,0,0
12957,10,5,3,5400,7560000.0,11,1400.0,1,0,0,0,0,0,1
12958,2,6,6,11598,22890000.0,12,1973.62,0,0,0,1,1,0,0
12959,4,2,1,657,1492000.0,-4,2270.93,1,0,0,0,1,0,0
12960,4,4,4,3411,4305000.0,7,1262.09,1,0,0,0,1,0,0
12961,8,4,2,1270,681300.0,18,536.46,1,0,0,0,1,0,0
12962,8,2,2,721,425200.0,44,589.74,1,0,0,0,1,0,0
12963,4,2,2,743,1386000.0,2,1865.41,1,0,0,0,1,0,0
12964,4,3,2,893,2940000.0,-4,3292.27,1,0,0,0,1,0,0
12965,4,4,4,2056,6540400.0,-3,3181.13,1,0,0,0,0,0,1
12966,8,3,3,1614,1048700.0,33,649.75,1,0,0,0,1,0,0
12967,8,3,2,1216,722400.0,6,594.08,1,0,0,0,1,0,0
12968,4,4,3,1539,2089500.0,8,1357.7,0,1,0,0,1,0,0
12969,10,6,6,7876,8190100.0,37,1039.88,1,0,0,0,0,0,1
12970,4,4,3,1292,2625000.0,-2,2031.73,1,0,0,0,1,0,0
12971,8,3,2,1205,630000.0,7,522.82,1,0,0,0,1,0,0
12972,8,3,2,1367,693000.0,33,506.95,1,0,0,0,1,0,0
12973,3,3,3,3046,3044300.0,9,999.44,1,0,0,0,1,0,0
12974,4,2,2,689,2052600.0,-2,2979.1,1,0,0,0,0,0,1
12975,4,1,1,560,1680000.0,-1,3000.0,1,0,0,0,1,0,0
12976,4,1,1,484,892500.0,-4,1844.01,1,0,0,0,1,0,0
12977,8,3,2,990,708800.0,7,715.96,1,0,0,0,1,0,0
12978,4,3,2,1249,3779000.0,0,3025.62,1,0,0,0,0,0,1
12979,2,6,6,7015,8997400.0,8,1282.59,1,0,0,0,0,0,1
12980,8,4,3,1496,997500.0,33,666.78,1,0,0,0,1,0,0
12981,4,2,2,710,2110500.0,-1,2972.54,0,1,0,0,0,0,1
12982,8,4,2,1593,933300.0,33,585.88,1,0,0,0,1,0,0
12983,2,6,6,5000,10500000.0,52,2100.0,1,0,0,0,0,0,1
12984,4,1,1,452,1282000.0,0,2836.28,0,0,1,0,0,0,1
12985,4,2,2,764,1801800.0,-2,2358.38,0,0,1,0,0,0,1
12986,8,2,2,721,404200.0,40,560.61,1,0,0,0,1,0,0
12987,8,3,2,904,533400.0,30,590.04,1,0,0,0,1,0,0
12988,4,4,3,1356,2505300.0,-4,1847.57,0,1,0,0,1,0,0
12989,8,3,2,1184,629000.0,21,531.25,1,0,0,0,1,0,0
12990,4,3,2,1184,2886400.0,6,2437.84,0,0,1,0,0,0,1
12991,8,3,2,1216,714000.0,5,587.17,1,0,0,0,1,0,0
12992,4,4,4,4176,7103400.0,11,1701.01,1,0,0,0,0,0,1
12993,4,3,3,1292,3783200.0,-1,2928.17,0,1,0,0,0,0,1
12994,4,3,2,872,1879500.0,-2,2155.39,0,1,0,0,0,0,1
12995,2,6,6,7015,8998500.0,8,1282.75,1,0,0,0,0,0,1
12996,4,3,2,1066,2139900.0,-3,2007.41,0,1,0,0,0,0,1
12997,4,3,2,1227,2625000.0,1,2139.36,1,0,0,0,0,0,1
12998,4,3,2,1130,2248000.0,-1,1989.38,1,0,0,0,0,0,1
12999,4,4,4,1528,3416700.0,-1,2236.06,1,0,0,0,1,0,0
13000,4,2,2,700,1890000.0,-3,2700.0,1,0,0,0,0,0,1
13001,4,3,2,936,2627200.0,-3,2806.84,1,0,0,0,0,0,1
13002,8,3,2,1184,629000.0,16,531.25,1,0,0,0,1,0,0
13003,8,3,2,1011,1047900.0,5,1036.5,1,0,0,0,1,0,0
13004,6,3,2,1001,1228500.0,-5,1227.27,1,0,0,0,1,0,0
13005,8,3,2,1302,630000.0,18,483.87,1,0,0,0,1,0,0
13006,4,2,2,797,2320500.0,-3,2911.54,1,0,0,0,0,0,1
13007,8,3,2,1097,525000.0,18,478.58,0,0,1,0,1,0,0
13008,8,4,2,1560,766500.0,37,491.35,1,0,0,0,1,0,0
13009,10,4,5,4716,8059800.0,-3,1709.03,1,0,0,0,0,0,1
13010,4,2,2,689,1457400.0,-2,2115.24,0,0,0,1,0,0,1
13011,4,2,1,1001,1837500.0,7,1835.66,0,0,1,0,0,0,1
13012,4,4,3,1270,3654000.0,-1,2877.17,1,0,0,0,0,0,1
13013,4,3,2,1109,2801400.0,-1,2526.06,0,1,0,0,1,0,0
13014,4,3,2,1485,2814000.0,35,1894.95,1,0,0,0,0,0,1
13015,13,5,5,3853,4819500.0,5,1250.84,1,0,0,0,1,0,0
13016,8,2,2,721,460800.0,5,639.11,1,0,0,0,1,0,0
13017,10,5,5,5390,6457500.0,9,1198.05,0,0,1,0,0,0,1
13018,8,3,2,1162,577500.0,33,496.99,1,0,0,0,1,0,0
13019,8,2,2,1216,931200.0,5,765.79,0,0,1,0,1,0,0
13020,4,3,3,969,1851200.0,-1,1910.42,1,0,0,0,0,0,1
13021,8,3,2,1280,680400.0,23,531.56,1,0,0,0,1,0,0
13022,4,3,2,1076,1470000.0,-4,1366.17,0,1,0,0,1,0,0
13023,8,3,2,1130,774900.0,25,685.75,1,0,0,0,1,0,0
13024,4,2,2,1615,3360000.0,17,2080.5,0,0,1,0,1,0,0
13025,4,1,1,527,1606500.0,-3,3048.39,1,0,0,0,0,0,1
13026,4,2,2,937,1239000.0,10,1322.31,1,0,0,0,1,0,0
13027,4,2,2,700,1312500.0,-2,1875.0,1,0,0,0,1,0,0
13028,8,3,2,1216,1050000.0,6,863.49,1,0,0,0,1,0,0
13029,8,3,2,1001,556500.0,6,555.94,0,1,0,0,1,0,0
13030,4,1,1,635,963900.0,5,1517.95,0,0,1,0,1,0,0
13031,6,2,2,829,1239000.0,9,1494.57,1,0,0,0,1,0,0
13032,4,3,3,1507,2940000.0,11,1950.9,0,1,0,0,0,0,1
13033,8,3,2,1001,735000.0,5,734.27,1,0,0,0,1,0,0
13034,2,5,4,4000,11550000.0,37,2887.5,1,0,0,0,0,0,1
13035,8,4,3,1582,945000.0,18,597.35,1,0,0,0,1,0,0
13036,4,2,2,678,1851700.0,-3,2731.12,1,0,0,0,1,0,0
13037,4,3,3,990,2917700.0,1,2947.17,1,0,0,0,0,0,1
13038,8,3,2,710,357000.0,24,502.82,1,0,0,0,1,0,0
13039,4,2,1,700,2045400.0,-1,2922.0,0,0,1,0,1,0,0
13040,4,2,2,700,1312500.0,-5,1875.0,1,0,0,0,1,0,0
13041,3,5,7,5832,7825600.0,7,1341.84,1,0,0,0,0,1,0
13042,8,3,3,979,945000.0,19,965.27,1,0,0,0,1,0,0
13043,4,4,5,3272,14973000.0,-2,4576.1,0,1,0,0,1,0,0
13044,4,3,3,1507,4617900.0,-1,3064.3,1,0,0,0,1,0,0
13045,4,2,2,797,2904600.0,0,3644.42,1,0,0,0,0,0,1
13046,6,3,2,1377,1995000.0,7,1448.8,0,1,0,0,1,0,0
13047,4,4,3,1657,2814000.0,30,1698.25,1,0,0,0,0,1,0
13048,8,3,2,990,735000.0,19,742.42,1,0,0,0,1,0,0
13049,4,4,4,2056,6606600.0,-3,3213.33,1,0,0,0,0,0,1
13050,4,3,3,1087,3078900.0,-4,2832.47,0,1,0,0,0,0,1
13051,4,3,2,958,1496200.0,-4,1561.8,1,0,0,0,1,0,0
13052,8,3,2,1000,525000.0,5,525.0,1,0,0,0,1,0,0
13053,4,3,2,1012,2992500.0,1,2957.02,1,0,0,0,1,0,0
13054,4,2,2,742,1777400.0,1,2395.42,1,0,0,0,0,0,1
13055,8,3,2,1184,630000.0,20,532.09,1,0,0,0,1,0,0
13056,4,2,2,1055,2100000.0,7,1990.52,1,0,0,0,1,0,0
13057,8,3,2,990,617400.0,5,623.64,1,0,0,0,1,0,0
13058,4,1,1,517,1304100.0,-1,2522.44,0,0,1,0,1,0,0
13059,2,6,8,12238,23940000.0,46,1956.2,1,0,0,0,0,0,1
13060,8,3,2,1302,609000.0,36,467.74,1,0,0,0,1,0,0
13061,4,5,7,4306,17138100.0,-4,3980.05,1,0,0,0,1,0,0
13062,2,5,4,4500,16800000.0,52,3733.33,1,0,0,0,0,0,1
13063,4,2,2,689,1457400.0,-1,2115.24,1,0,0,0,1,0,0
13064,3,6,6,3848,3768100.0,3,979.24,1,0,0,0,0,0,1
13065,4,3,2,840,2375100.0,-1,2827.5,1,0,0,0,0,0,1
13066,8,1,1,699,378000.0,29,540.77,1,0,0,0,1,0,0
13067,6,3,2,1377,1995000.0,6,1448.8,1,0,0,0,1,0,0
13068,4,1,1,700,1995000.0,0,2850.0,1,0,0,0,1,0,0
13069,4,2,2,980,1344000.0,8,1371.43,1,0,0,0,1,0,0
13070,8,3,2,1184,554400.0,14,468.24,1,0,0,0,1,0,0
13071,4,3,3,1098,3252900.0,-1,2962.57,1,0,0,0,1,0,0
13072,8,3,2,990,522900.0,7,528.18,1,0,0,0,1,0,0
13073,4,2,2,850,2335100.0,-2,2747.18,1,0,0,0,0,0,1
13074,2,6,6,7670,9166500.0,9,1195.11,1,0,0,0,0,0,1
13075,4,2,1,549,1050000.0,-4,1912.57,0,1,0,0,0,0,1
13076,4,3,3,1184,3033400.0,-1,2561.99,0,0,1,0,1,0,0
13077,4,2,1,657,1647400.0,0,2507.46,1,0,0,0,0,0,1
13078,8,3,2,1001,997500.0,5,996.5,1,0,0,0,1,0,0
13079,4,2,2,947,2878200.0,-3,3039.28,0,1,0,0,1,0,0
13080,4,4,3,1500,2403400.0,-4,1602.27,1,0,0,0,1,0,0
13081,4,4,3,1259,2292200.0,-2,1820.65,1,0,0,0,0,1,0
13082,4,2,2,689,997500.0,2,1447.75,1,0,0,0,1,0,0
13083,8,3,2,1001,617400.0,5,616.78,1,0,0,0,1,0,0
13084,4,3,3,936,1785000.0,-2,1907.05,1,0,0,0,0,1,0
13085,4,2,2,904,2415000.0,7,2671.46,1,0,0,0,0,0,1
13086,8,3,2,1087,609000.0,24,560.26,1,0,0,0,1,0,0
13087,8,2,2,646,765300.0,7,1184.67,1,0,0,0,1,0,0
13088,4,2,2,818,2721600.0,-1,3327.14,1,0,0,0,1,0,0
13089,6,3,2,883,1050000.0,6,1189.13,0,0,1,0,1,0,0
13090,8,3,2,1001,567000.0,7,566.43,1,0,0,0,1,0,0
13091,8,2,2,1022,997500.0,9,976.03,1,0,0,0,1,0,0
13092,4,3,3,1163,3386200.0,-1,2911.61,0,0,1,0,0,0,1
13093,4,3,2,1109,3021900.0,-2,2724.89,0,0,1,0,0,0,1
13094,4,1,1,474,1417500.0,-1,2990.51,1,0,0,0,0,0,1
13095,4,4,5,2293,5893600.0,-4,2570.26,0,0,1,0,1,0,0
13096,4,2,1,538,1617000.0,-1,3005.58,1,0,0,0,0,0,1
13097,8,3,2,1000,866200.0,4,866.2,0,0,1,0,1,0,0
13098,4,3,3,1711,3234000.0,12,1890.12,1,0,0,0,1,0,0
13099,4,2,2,752,1575000.0,0,2094.41,1,0,0,0,1,0,0
13100,10,4,4,3200,4410000.0,28,1378.12,0,0,1,0,0,0,1
13101,4,2,2,667,1941400.0,-1,2910.64,0,0,1,0,0,0,1
13102,4,1,1,463,1562400.0,-4,3374.51,1,0,0,0,1,0,0
13103,4,1,1,377,1016400.0,8,2696.02,1,0,0,0,0,0,1
13104,4,1,1,495,911400.0,6,1841.21,1,0,0,0,1,0,0
13105,8,3,2,1313,859600.0,47,654.68,1,0,0,0,1,0,0
13106,8,2,2,731,609000.0,4,833.11,1,0,0,0,1,0,0
13107,4,2,1,678,1878400.0,-2,2770.5,0,1,0,0,0,0,1
13108,8,3,2,1216,806400.0,6,663.16,0,0,1,0,1,0,0
13109,4,3,2,1539,2887500.0,11,1876.22,1,0,0,0,1,0,0
13110,7,4,4,3000,99750000.0,22,33250.0,0,0,1,0,0,0,1
13111,4,3,2,797,1827000.0,-3,2292.35,0,0,1,0,0,0,1
13112,2,5,5,8200,13629000.0,37,1662.07,1,0,0,0,1,0,0
13113,4,2,1,646,1627500.0,-1,2519.35,0,0,0,1,1,0,0
13114,4,2,2,926,1207500.0,26,1304.0,1,0,0,0,1,0,0
13115,8,3,2,1367,761200.0,29,556.84,1,0,0,0,1,0,0
13116,10,6,6,6211,5258400.0,0,846.63,0,0,1,0,1,0,0
13117,4,2,2,1163,2625000.0,-3,2257.09,1,0,0,0,1,0,0
13118,4,3,2,947,2013900.0,-2,2126.61,0,0,1,0,0,0,1
13119,4,4,2,1130,2273200.0,-3,2011.68,0,1,0,0,0,0,1
13120,4,4,3,1335,3658100.0,-2,2740.15,1,0,0,0,0,0,1
13121,4,2,1,635,1892300.0,1,2980.0,1,0,0,0,0,0,1
13122,4,3,3,1227,4122700.0,-3,3359.98,0,1,0,0,0,0,1
13123,10,5,8,6200,7350000.0,11,1185.48,1,0,0,0,0,0,1
13124,4,4,3,1356,2456000.0,-4,1811.21,1,0,0,0,1,0,0
13125,4,4,3,1240,2370900.0,-3,1912.02,1,0,0,0,0,0,1
13126,4,2,2,700,1562400.0,-2,2232.0,0,1,0,0,0,0,1
13127,2,4,4,8400,9555000.0,46,1137.5,0,1,0,0,0,0,1
13128,4,3,2,850,1260000.0,4,1482.35,1,0,0,0,1,0,0
13129,4,2,2,1066,4365300.0,5,4095.03,1,0,0,0,0,0,1
13130,4,4,3,1066,2935600.0,-3,2753.85,0,1,0,0,0,0,1
13131,4,4,3,1399,3808400.0,-1,2722.23,1,0,0,0,1,0,0
13132,4,1,1,689,828300.0,8,1202.18,1,0,0,0,0,0,1
13133,4,3,1,1119,1907800.0,30,1704.92,0,0,1,0,1,0,0
13134,8,3,2,1065,519800.0,18,488.08,1,0,0,0,1,0,0
13135,4,2,1,603,966000.0,2,1601.99,1,0,0,0,1,0,0
13136,4,2,2,1130,2310000.0,-1,2044.25,1,0,0,0,0,0,1
13137,8,2,2,732,743400.0,5,1015.57,1,0,0,0,1,0,0
13138,8,2,2,786,419000.0,35,533.08,1,0,0,0,1,0,0
13139,4,1,1,753,1365500.0,5,1813.41,0,0,0,1,1,0,0
13140,2,6,7,7015,8998500.0,8,1282.75,1,0,0,0,0,0,1
13141,8,3,2,1292,787500.0,24,609.52,0,0,1,0,1,0,0
13142,12,5,3,2200,3465000.0,40,1575.0,1,0,0,0,0,0,1
13143,4,3,2,926,1488900.0,-1,1607.88,1,0,0,0,1,0,0
13144,4,2,2,829,2555000.0,-3,3082.03,1,0,0,0,1,0,0
13145,4,2,2,732,1551900.0,-2,2120.08,0,1,0,0,0,0,1
13146,10,6,6,2674,9076200.0,-3,3394.24,1,0,0,0,0,0,1
13147,8,3,2,990,492300.0,18,497.27,1,0,0,0,1,0,0
13148,4,3,2,1249,1680000.0,11,1345.08,1,0,0,0,0,1,0
13149,4,2,1,592,1613800.0,-1,2726.01,1,0,0,0,1,0,0
13150,8,2,2,635,357000.0,29,562.2,1,0,0,0,1,0,0
13151,8,4,3,1291,732900.0,5,567.7,1,0,0,0,1,0,0
13152,8,3,2,1087,606900.0,33,558.33,1,0,0,0,1,0,0
13153,4,1,1,549,1564500.0,8,2849.73,1,0,0,0,1,0,0
13154,4,2,1,700,1856400.0,-4,2652.0,1,0,0,0,1,0,0
13155,4,4,4,1464,2823300.0,-1,1928.48,1,0,0,0,1,0,0
13156,8,2,2,720,467200.0,7,648.89,1,0,0,0,1,0,0
13157,4,3,2,1023,1470000.0,4,1436.95,0,1,0,0,1,0,0
13158,4,2,2,1615,3360000.0,17,2080.5,1,0,0,0,1,0,0
13159,10,5,6,5835,5985000.0,5,1025.71,1,0,0,0,0,0,1
13160,4,3,2,904,2488500.0,-2,2752.77,1,0,0,0,1,0,0
13161,4,3,2,1173,3305400.0,-1,2817.9,1,0,0,0,1,0,0
13162,6,3,2,969,1155000.0,-5,1191.95,1,0,0,0,1,0,0
13163,4,2,2,936,1522500.0,8,1626.6,1,0,0,0,0,0,1
13164,8,4,2,1603,827400.0,33,516.16,1,0,0,0,1,0,0
13165,4,2,1,441,1680000.0,0,3809.52,0,1,0,0,0,0,1
13166,8,3,2,818,420000.0,47,513.45,1,0,0,0,1,0,0
13167,8,4,2,1614,1260000.0,37,780.67,0,1,0,0,1,0,0
13168,4,1,1,560,1155000.0,9,2062.5,1,0,0,0,0,0,1
13169,8,2,1,688,324400.0,26,471.51,1,0,0,0,1,0,0
13170,6,4,3,1292,1554000.0,8,1202.79,1,0,0,0,1,0,0
13171,4,3,2,947,1785000.0,-4,1884.9,1,0,0,0,1,0,0
13172,4,1,1,452,661500.0,8,1463.5,0,0,0,1,0,0,1
13173,4,2,2,1055,1709400.0,10,1620.28,1,0,0,0,0,1,0
13174,4,2,2,883,2363600.0,-3,2676.78,0,0,1,0,1,0,0
13175,4,4,3,1259,3028200.0,0,2405.24,1,0,0,0,0,0,1
13176,4,3,3,1141,2310000.0,6,2024.54,1,0,0,0,1,0,0
13177,4,3,2,958,1512000.0,-4,1578.29,0,1,0,0,1,0,0
13178,8,2,2,732,756000.0,5,1032.79,1,0,0,0,1,0,0
13179,8,2,2,721,386400.0,42,535.92,0,0,1,0,1,0,0
13180,8,4,2,1001,564900.0,33,564.34,1,0,0,0,1,0,0
13181,10,5,5,4058,4757600.0,-6,1172.4,1,0,0,0,0,0,1
13182,4,4,3,1216,1853200.0,4,1524.01,1,0,0,0,1,0,0
13183,6,4,5,2273,2625000.0,6,1154.86,1,0,0,0,1,0,0
13184,6,3,2,947,1102500.0,4,1164.2,0,0,1,0,1,0,0
13185,4,1,1,495,1374900.0,-3,2777.58,0,0,1,0,1,0,0
13186,4,4,4,2476,8601600.0,8,3473.99,1,0,0,0,0,0,1
13187,4,3,2,1432,5880000.0,-2,4106.15,1,0,0,0,0,0,1
13188,4,3,2,936,1470000.0,-1,1570.51,0,1,0,0,1,0,0
13189,4,3,2,1238,1207500.0,23,975.36,1,0,0,0,1,0,0
13190,4,1,1,538,1591800.0,-1,2958.74,1,0,0,0,0,0,1
13191,8,3,2,1055,630000.0,44,597.16,1,0,0,0,1,0,0
13192,4,3,2,936,1984500.0,-2,2120.19,1,0,0,0,0,1,0
13193,12,5,4,3800,5145000.0,43,1353.95,1,0,0,0,0,0,1
13194,8,3,2,1130,1029000.0,36,910.62,1,0,0,0,1,0,0
13195,4,5,5,1819,4294500.0,-1,2360.91,1,0,0,0,1,0,0
13196,8,3,2,1001,984900.0,5,983.92,0,1,0,0,1,0,0
13197,4,3,2,958,2835000.0,-1,2959.29,0,0,1,0,0,0,1
13198,4,4,3,1292,2931600.0,-2,2269.04,0,0,1,0,1,0,0
13199,4,2,2,678,1851700.0,-3,2731.12,1,0,0,0,1,0,0
13200,4,4,3,1733,4515000.0,18,2605.31,0,1,0,0,0,0,1
13201,8,3,2,1087,1037400.0,23,954.37,1,0,0,0,1,0,0
13202,4,3,2,1001,1575000.0,5,1573.43,1,0,0,0,1,0,0
13203,4,1,1,527,1440600.0,-1,2733.59,0,1,0,0,1,0,0
13204,10,5,7,6520,6825000.0,24,1046.78,0,0,1,0,0,0,1
13205,4,2,2,732,1877400.0,-2,2564.75,1,0,0,0,0,0,1
13206,4,2,2,560,1344000.0,3,2400.0,1,0,0,0,1,0,0
13207,8,3,2,1011,668800.0,4,661.52,1,0,0,0,1,0,0
13208,8,3,2,1183,693000.0,21,585.8,1,0,0,0,1,0,0
13209,4,3,2,1141,2994600.0,-1,2624.54,1,0,0,0,1,0,0
13210,4,2,1,592,1635900.0,0,2763.34,0,1,0,0,0,0,1
13211,2,6,5,5000,16800000.0,17,3360.0,1,0,0,0,1,0,0
13212,4,3,2,936,2520300.0,-3,2692.63,0,0,1,0,0,0,1
13213,4,1,1,764,1564500.0,11,2047.77,0,1,0,0,1,0,0
13214,8,1,1,505,375900.0,5,744.36,0,1,0,0,1,0,0
13215,4,3,3,1098,3249900.0,-3,2959.84,1,0,0,0,1,0,0
13216,4,4,5,2164,8634400.0,0,3990.02,1,0,0,0,0,0,1
13217,4,3,2,1249,3387300.0,-3,2712.01,0,1,0,0,1,0,0
13218,8,3,2,1291,598500.0,40,463.59,1,0,0,0,1,0,0
13219,4,4,4,1356,2884400.0,-4,2127.14,0,1,0,0,1,0,0
13220,4,2,2,732,2071600.0,-1,2830.05,1,0,0,0,0,0,1
13221,10,6,7,8000,6279000.0,52,784.88,1,0,0,0,0,0,1
13222,8,3,2,1001,566000.0,10,565.43,1,0,0,0,1,0,0
13223,6,4,3,1249,1469800.0,5,1176.78,0,1,0,0,1,0,0
13224,8,2,2,645,354900.0,55,550.23,1,0,0,0,1,0,0
13225,10,5,7,5700,8702400.0,24,1526.74,1,0,0,0,0,0,1
13226,4,4,3,2471,5448300.0,11,2204.9,0,1,0,0,1,0,0
13227,4,1,1,570,1570800.0,-1,2755.79,1,0,0,0,1,0,0
13228,8,3,2,1109,787500.0,38,710.1,1,0,0,0,1,0,0
13229,8,3,2,1367,714000.0,33,522.31,1,0,0,0,1,0,0
13230,4,4,4,2820,5250000.0,13,1861.7,1,0,0,0,1,0,0
13231,4,3,3,1636,4725000.0,12,2888.14,1,0,0,0,1,0,0
13232,6,5,3,1593,1994000.0,5,1251.73,1,0,0,0,1,0,0
13233,8,3,2,1109,512400.0,18,462.04,1,0,0,0,1,0,0
13234,4,1,1,495,1365000.0,-1,2757.58,0,1,0,0,0,0,1
13235,4,1,2,527,1302000.0,-1,2470.59,0,1,0,0,1,0,0
13236,4,4,5,1959,5821200.0,-4,2971.52,1,0,0,0,1,0,0
13237,8,3,2,980,430500.0,41,439.29,1,0,0,0,1,0,0
13238,12,4,3,2450,4284000.0,29,1748.57,1,0,0,0,0,0,1
13239,4,4,4,1281,2340400.0,-3,1827.01,1,0,0,0,1,0,0
13240,8,3,2,1300,827400.0,24,636.46,1,0,0,0,1,0,0
13241,4,1,1,549,1591800.0,0,2899.45,1,0,0,0,0,0,1
13242,8,3,2,1291,997500.0,24,772.66,1,0,0,0,1,0,0
13243,4,1,1,527,1207500.0,-4,2291.27,0,1,0,0,1,0,0
13244,4,2,3,1292,4115800.0,0,3185.6,0,1,0,0,0,0,1
13245,8,3,2,1206,787500.0,7,652.99,1,0,0,0,1,0,0
13246,4,1,1,495,1366000.0,0,2759.6,0,1,0,0,0,0,1
13247,4,2,2,775,1984500.0,8,2560.65,1,0,0,0,0,0,1
13248,8,3,2,1001,629000.0,6,628.37,1,0,0,0,1,0,0
13249,8,3,2,1280,787500.0,44,615.23,1,0,0,0,1,0,0
13250,4,3,2,1033,2089500.0,-2,2022.75,1,0,0,0,0,1,0
13251,12,4,3,2600,4200000.0,41,1615.38,1,0,0,0,0,0,1
13252,4,2,1,700,1618000.0,0,2311.43,0,1,0,0,0,0,1
13253,8,3,2,990,693000.0,8,700.0,1,0,0,0,1,0,0
13254,8,3,2,1011,627900.0,9,621.07,1,0,0,0,1,0,0
13255,2,7,6,8000,20475000.0,11,2559.38,1,0,0,0,0,0,1
13256,4,2,1,786,1869000.0,-1,2377.86,1,0,0,0,1,0,0
13257,4,2,2,700,1869000.0,-3,2670.0,1,0,0,0,0,0,1
13258,4,4,4,1302,2054800.0,-4,1578.19,1,0,0,0,1,0,0
13259,8,3,3,1119,669900.0,39,598.66,0,1,0,0,1,0,0
13260,8,3,2,1000,546000.0,7,546.0,1,0,0,0,1,0,0
13261,8,3,2,1070,798000.0,21,745.79,1,0,0,0,1,0,0
13262,6,3,3,1055,1259900.0,8,1194.22,1,0,0,0,1,0,0
13263,4,1,1,431,1265200.0,-1,2935.5,1,0,0,0,1,0,0
13264,2,7,8,8700,13125000.0,42,1508.62,1,0,0,0,0,0,1
13265,4,1,1,517,997500.0,-4,1929.4,1,0,0,0,1,0,0
13266,8,3,2,1108,577500.0,40,521.21,0,0,1,0,1,0,0
13267,2,6,6,11500,26775000.0,12,2328.26,1,0,0,0,1,0,0
13268,8,2,2,721,399000.0,36,553.4,1,0,0,0,1,0,0
13269,8,3,2,1001,903000.0,5,902.1,1,0,0,0,1,0,0
13270,8,3,2,1000,1050000.0,44,1050.0,0,0,0,1,1,0,0
13271,4,3,2,926,2449600.0,-1,2645.36,0,0,1,0,0,0,1
13272,8,3,2,1206,1102500.0,7,914.18,1,0,0,0,1,0,0
13273,2,5,7,5300,7140000.0,7,1347.17,1,0,0,0,1,0,0
13274,4,4,4,2077,6300000.0,8,3033.22,0,1,0,0,0,0,1
13275,10,5,7,4350,12075000.0,22,2775.86,1,0,0,0,0,0,1
13276,8,3,2,1216,882000.0,5,725.33,1,0,0,0,1,0,0
13277,6,3,3,969,1187900.0,-5,1225.9,1,0,0,0,1,0,0
13278,4,4,3,1572,3655400.0,-2,2325.32,1,0,0,0,0,0,1
13279,4,2,1,624,1069800.0,6,1714.42,1,0,0,0,1,0,0
13280,4,2,2,689,2052600.0,-2,2979.1,1,0,0,0,0,0,1
13281,2,6,6,70000,40950000.0,25,585.0,1,0,0,0,0,0,1
13282,6,4,3,1249,1764000.0,8,1412.33,0,1,0,0,1,0,0
13283,6,3,2,1055,1365000.0,-1,1293.84,1,0,0,0,1,0,0
13284,8,3,2,1184,732900.0,19,619.0,1,0,0,0,1,0,0
13285,4,2,2,947,2878200.0,-3,3039.28,1,0,0,0,1,0,0
13286,4,3,2,1614,2709000.0,5,1678.44,0,0,1,0,0,0,1
13287,8,5,3,1765,1047900.0,36,593.71,1,0,0,0,1,0,0
13288,4,2,2,1119,2814000.0,6,2514.75,0,1,0,0,1,0,0
13289,4,2,2,624,1239000.0,-2,1985.58,0,0,1,0,1,0,0
13290,4,1,1,969,1312500.0,5,1354.49,1,0,0,0,0,0,1
13291,4,2,2,753,1890000.0,-3,2509.96,1,0,0,0,0,0,1
13292,8,2,2,721,462000.0,7,640.78,1,0,0,0,1,0,0
13293,8,3,2,1173,971600.0,14,828.3,1,0,0,0,1,0,0
13294,8,3,2,1001,619500.0,5,618.88,1,0,0,0,1,0,0
13295,8,3,2,1216,714000.0,5,587.17,1,0,0,0,1,0,0
13296,4,5,5,2788,8742300.0,-4,3135.69,1,0,0,0,1,0,0
13297,4,2,2,829,2096500.0,-3,2528.95,1,0,0,0,1,0,0
13298,6,3,2,1324,1349200.0,17,1019.03,1,0,0,0,1,0,0
13299,4,3,3,1119,2832700.0,0,2531.46,1,0,0,0,1,0,0
13300,4,3,2,904,2516800.0,-2,2784.07,0,1,0,0,1,0,0
13301,4,2,2,807,2900100.0,0,3593.68,1,0,0,0,1,0,0
13302,8,3,2,1087,609000.0,24,560.26,1,0,0,0,1,0,0
13303,4,1,1,667,1155000.0,9,1731.63,1,0,0,0,0,0,1
13304,4,3,2,1346,1344000.0,26,998.51,1,0,0,0,1,0,0
13305,2,7,8,6500,26250000.0,30,4038.46,0,1,0,0,0,0,1
13306,4,3,3,1076,2508400.0,-2,2331.23,1,0,0,0,0,0,1
13307,8,3,2,1300,879900.0,42,676.85,1,0,0,0,1,0,0
13308,8,3,2,1215,871500.0,5,717.28,0,1,0,0,1,0,0
13309,8,5,4,1905,1155000.0,18,606.3,1,0,0,0,1,0,0
13310,6,4,3,1325,1761900.0,6,1329.74,1,0,0,0,1,0,0
13311,10,5,5,5000,13524000.0,42,2704.8,1,0,0,0,0,1,0
13312,4,2,1,710,1509900.0,-4,2126.62,1,0,0,0,1,0,0
13313,4,1,1,731,1102500.0,24,1508.21,1,0,0,0,1,0,0
13314,8,3,2,969,554400.0,15,572.14,1,0,0,0,1,0,0
